Form Type,Container Name,Attachment Name,dynamic_container_template_id,Default
A_940_SCHEDULE_A,Income - Borrower 1040 Tax Returns w/ All Schedules,940 Schedule A,,false
A_8329,Income - Borrower 1040 Tax Returns w/ All Schedules,8329,,false
1120S_TWO_YEAR_COMPARISON_WORKSHEET,Income - Borrower Business Tax Returns,1120-S Two-Year Comparison Worksheet,,false
A_8809_I,Income - Borrower 1040 Tax Returns w/ All Schedules,8809-I,,false
A_720,Income - Borrower 1040 Tax Returns w/ All Schedules,720,,false
A_12277,Income - Borrower 1040 Tax Returns w/ All Schedules,12277,,false
A_14452,Income - Borrower 1040 Tax Returns w/ All Schedules,14452,,false
A_14454,Income - Borrower 1040 Tax Returns w/ All Schedules,14454,,false
A_1040_SCHEDULE_H_2018,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_schedule_h_2018-Part1-General:nameOfEmployer}_1040_SCHEDULE_H_2018,,false
A_1040_SCHEDULE_H_2019,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_schedule_h_2019-Part1-General:nameOfEmployer}_1040_SCHEDULE_H_2019,,false
PRINCIPAL_RESIDENCE_EXEMPTION_PRE_AFFIDAVIT,UNKNOWN,Principal Residence Exemption (PRE) Affidavit,,true
INSURANCE_DISCLOSURE_ACKNOWLEDGMENT_OF_RECEIPT,UNKNOWN,Insurance Disclosure Acknowledgment of Receipt,,true
HENRY_CANON_FORM,Henry Canonical Form Type,Henry Canonical Form Type,,true
MEMBER_DATA_SUMMARY,UNKNOWN,Member Data Summary,,true
A_9465,Income - Borrower 1040 Tax Returns w/ All Schedules,9465,,false
VA_LOAN_APPLICANTS_DISCLOSURE,UNKNOWN,VA Loan Applicants Disclosure,,true
LOAN_QUALITY_INITIATIVE_DISCLOSURE,Loan Quality Initiative Disclosure,Loan Quality Initiative Disclosure,,true
POWER_OF_ATTORNEY,Closing - Power of Attorney,Power Of Attorney,,false
CERTIFICATE_OF_LICENSE_HISTORY,Certificate Of License History,Certificate Of License History,,true
OFFICIAL_FORM_101_VOLUNTARY_PETITION_FOR_INDIVIDUALS_FILING_FOR_BANKRUPTCY,Credit - Bankruptcy Papers,Official Form 101 - Voluntary Petition for Individuals Filing for Bankruptcy,,false
A_712,Income - Borrower 1040 Tax Returns w/ All Schedules,712,,false
A_8596,Income - Borrower 1040 Tax Returns w/ All Schedules,8596,,false
A_15314,Income - Borrower 1040 Tax Returns w/ All Schedules,15314,,false
A_8594,Income - Borrower 1040 Tax Returns w/ All Schedules,8594,,false
A_15315,Income - Borrower 1040 Tax Returns w/ All Schedules,15315,,false
RD_1924_25_PLAN_CERTIFICATION,UNKNOWN,RD 1924-25 - Plan Certification,,true
HIGH_COST_LOAN_INSURANCE_DISCLOSURE,UNKNOWN,High Cost Loan Insurance Disclosure,,true
DISCLOSURE_OF_SERVICER,UNKNOWN,Disclosure of Servicer,,true
A_13285_A,Income - Borrower 1040 Tax Returns w/ All Schedules,13285-A,,false
LOAN_DISBURSEMENT_INSTRUCTIONS,UNKNOWN,Loan Disbursement Instructions,,true
A_14462,Income - Borrower 1040 Tax Returns w/ All Schedules,14462,,false
A_8453_TE,Income - Borrower 1040 Tax Returns w/ All Schedules,8453-TE,,false
A_1099_SA,Income - Borrower 1040 Tax Returns w/ All Schedules,1099-SA,,false
A_1099_SB,Income - Borrower 1040 Tax Returns w/ All Schedules,1099-SB,,false
A_1040_SCHEDULE_A_2024,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_A_2024_{$FIELDS.a_1040_schedule_a_2024-Part01-General:name(s)ShownOnForm1040Or1040-Sr},,false
A_709,Income - Borrower 1040 Tax Returns w/ All Schedules,709,,false
A_1040_SCHEDULE_A_2025,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_A_2025_{$FIELDS.a_1040_schedule_a_2025-Part01-General:namesShownOnForm1040Or1040Sr},,false
DD_FORM_214_CERTIFICATE_OF_RELEASE_OR_DISCHARGE_FROM_ACTIVE_DUTY,VA - 26-1880 Eligibility Certificate,DD Form 214 Certificate Of Release Or Discharge From Active Duty,,false
A_1040_SCHEDULE_A_2020,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_schedule_a_2020-Part1-General:name(s)ShownOnForm1040Or1040-Sr}_1040_SCHEDULE_A_2020,,false
A_14568_I,Income - Borrower 1040 Tax Returns w/ All Schedules,14568-I,,false
A_1040_SCHEDULE_A_2021,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_A_2021_{$FIELDS.a_1040_schedule_a_2021-Part1-General:name(s)ShownOnForm1040Or1040-Sr},,false
A_1040_SCHEDULE_A_2022,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_A_2022_{$FIELDS.a_1040_schedule_a_2022-Part01-General:name(s)ShownOnForm1040Or1040-Sr},,false
A_1040_SCHEDULE_A_2023,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_A_2023_{$FIELDS.a_1040_schedule_a_2023-Part01-General:name(s)ShownOnForm1040Or1040-Sr},,false
FHA_REFINANCE_AUTHORIZATION,FHA Refinance Authorization,FHA Refinance Authorization,,true
OFFICIAL_FORM_106DEC_DECLARATION_ABOUT_AN_INDIVIDUAL_DEBTORS_SCHEDULES,Official Form 106Dec - Declaration About An Individual Debtor’s Schedules,Official Form 106Dec - Declaration About An Individual Debtor’s Schedules,,true
1009_RESIDENTIAL_LOAN_APPLICATION_FOR_REVERSE_MORTGAGES,UNKNOWN,1009 - Residential Loan Application For Reverse Mortgages,,true
ASSIGNMENT_OF_MORTGAGE,UNKNOWN,Assignment Of Mortgage,,true
ELECTRONIC_FILING_INSTRUCTION,Income - Borrower 1040 Tax Returns w/ All Schedules,Electronic Filing Instruction,,false
LETTER_FROM_THE_PAYOR,Credit - Divorce Decree/Child Support - Liabilty/Income,Letter From The Payor (alimony or child support),,false
A_12256,Income - Borrower 1040 Tax Returns w/ All Schedules,12256,,false
TITLE_INSURANCE_DISCLOSURE,UNKNOWN,Title Insurance Disclosure,,true
1003_2009,1003,{$FIELDS.1003_2009-General:borrowerName}_1003_2009_{$FIELDS.1003_2009-Part18-Ix-AcknowledgementAndAgreement:borrower'sSignatureDate|YYYY_MM_DD},,true
FAIR_HOUSING_DISCLOSURE,UNKNOWN,Fair Housing Disclosure,,true
A_1040_SCHEDULE_A_2018,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_schedule_a_2018-Part1-General:name(s)ShownOnForm1040}_1040_SCHEDULE_A_2018,,false
A_1040_SCHEDULE_A_2019,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_schedule_a_2019-Part1-General:name(s)ShownOnForm1040Or1040-Sr}_1040_SCHEDULE_A_2019,,false
A_1120_S_SCHEDULE_B_1,Income - Borrower Business Tax Returns,1120-S Schedule B-1,,false
FHA_HOMEOWNER_CONTRACTOR_AGREEMENT,UNKNOWN,FHA Homeowner/Contractor Agreement,,true
ALTERNATIVE_MORTGAGE_LOAN_PRODUCT_DISCLOSURE,UNKNOWN,Alternative Mortgage Loan Product Disclosure,,true
A_5498_QA,Income - Borrower 1040 Tax Returns w/ All Schedules,5498-QA,,false
A_730,Income - Borrower 1040 Tax Returns w/ All Schedules,730,,false
A_14446,Income - Borrower 1040 Tax Returns w/ All Schedules,14446,,false
1003_2020,1003,{$FIELDS.1003_2020-Part02-1A-PersonalInformation:name(FirstMiddleLastSuffix)}_1003_2020_{$FIELDS.1003_2020-Part07-AcknowledgmentsAndAgreements:borrowerSignatureDate|YYYY_MM_DD},,true
A_5500_EZ,Income - Borrower 1040 Tax Returns w/ All Schedules,5500-EZ,,false
A_8995_A,Income - Borrower 1040 Tax Returns w/ All Schedules,8995-A,,false
A_1023_EZ,Income - Borrower 1040 Tax Returns w/ All Schedules,1023-EZ,,false
HOMEOWNER_INSURANCE_POLICY,Subject Property - Homeowner's Insurance Policy,HOI_{$FIELDS.homeowner_insurance_policy-Part2-PolicyInformation:year},,false
A_8916_A,Income - Borrower 1040 Tax Returns w/ All Schedules,8916-A,,false
LISTING_INFORMATION,Subject Property - Contract,Listing Information,,false
A_1040_SCHEDULE_EIC_2022,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_EIC_2022_{$FIELDS.a_1040_schedule_eic_2022-Part1-General:name(s)ShownOnReturn},,false
A_1040_SCHEDULE_EIC_2023,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_EIC_2023_{$FIELDS.a_1040_schedule_eic_2023-Part1-General:name(s)ShownOnReturn},,false
A_1040_SCHEDULE_EIC_2024,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_EIC_2024_{$FIELDS.a_1040_schedule_eic_2024-Part01-General:name(s)ShownOnReturn},,false
A_1040_SCHEDULE_EIC_2025,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_EIC_2025_{$FIELDS.a_1040_schedule_eic_2025-Part01-General:namesShownOnReturn},,false
A_14017,Income - Borrower 1040 Tax Returns w/ All Schedules,14017,,false
HUD_NPMA_99_A_SUBTERRANEAN_TERMITE_PROTECTION_BUILDERS_GUARANTEE,Construction - Termite - NCPA,HUD-NPMA-99-A Subterranean Termite Protection Builder's Guarantee,,false
APPRAISAL_FEE_DISCLOSURE,UNKNOWN,Appraisal Fee Disclosure,,true
ANTI_COERCION_INSURANCE_DISCLOSURE,UNKNOWN,Anti-Coercion Insurance Disclosure,,true
A_8453_WH,Income - Borrower 1040 Tax Returns w/ All Schedules,8453-WH,,false
PLANNED_UNIT_DEVELOPMENT_(PUD)_RIDER,UNKNOWN,Planned Unit Development (PUD) Rider,,true
STANDARD_LENDER_QUESTIONNAIRE,UNKNOWN,Standard Lender Questionnaire,,true
A_1040_SCHEDULE_EIC_2018,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_schedule_eic_2018-Part1-General:name(s)ShownOnReturn}_1040_SCHEDULE_EIC_2018,,false
DELIVERY_OF_NET_PROCEEDS_AUTHORIZATION,UNKNOWN,Delivery Of Net Proceeds Authorization,,true
PRE_APPROVAL_LETTER,Misc. - Pre-qualification docs,Pre-Approval Letter,,false
A_1040_SCHEDULE_EIC_2019,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_schedule_eic_2019-Part1-General:name(s)ShownOnReturn}_1040_SCHEDULE_EIC_2019,,false
A_2848,Income - Borrower 1040 Tax Returns w/ All Schedules,2848,,false
A_14568_B,Income - Borrower 1040 Tax Returns w/ All Schedules,14568-B,,false
A_14568_A,Income - Borrower 1040 Tax Returns w/ All Schedules,14568-A,,false
A_14568_D,Income - Borrower 1040 Tax Returns w/ All Schedules,14568-D,,false
A_1040_SCHEDULE_EIC_2020,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_schedule_eic_2020-Part1-General:name(s)ShownOnReturn}_1040_SCHEDULE_EIC_2020,,false
LIEN_WAIVER_FORM,UNKNOWN,Lien Waiver Form,,true
HUD_92561_BORROWERS_CONTRACT_WITH_RESPECT_TO_HOTEL_AND_TRANSIENT_USE_OF_PROPERTY,UNKNOWN,HUD-92561 Borrower's Contract With Respect To Hotel And Transient Use Of Property,,true
A_14568_C,Income - Borrower 1040 Tax Returns w/ All Schedules,14568-C,,false
A_1040_SCHEDULE_EIC_2021,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_EIC_2021_{$FIELDS.a_1040_schedule_eic_2021-Part1-General:name(s)ShownOnReturn},,false
A_14568_F,Income - Borrower 1040 Tax Returns w/ All Schedules,14568-F,,false
A_14568_E,Income - Borrower 1040 Tax Returns w/ All Schedules,14568-E,,false
A_14568_H,Income - Borrower 1040 Tax Returns w/ All Schedules,14568-H,,false
NOTICE_TO_CLOSING_AGENT,UNKNOWN,Notice To Closing Agent,,true
INCOMING_WIRE_DIRECT_DEPOSIT_CONFIRMATION,Assets - Bank Statements,Incoming Wire Direct Deposit Confirmation,,false
A_14568_G,Income - Borrower 1040 Tax Returns w/ All Schedules,14568-G,,false
EBUSINESS_AGREEMENT,UNKNOWN,E-Business Agreement,,true
ANTI_STEERING_LOAN_OPTIONS_DISCLOSURE,UNKNOWN,Anti-Steering Loan Options Disclosure,,true
A_706,Income - Borrower 1040 Tax Returns w/ All Schedules,706,,false
A_1120S_SCHEDULE_B_2025,Income - Borrower Business Tax Returns,1120S Schedule B (2025),,false
POST_DISASTER_INSPECTION,UNKNOWN,Post Disaster Inspection,,true
A_1120S_SCHEDULE_B_2024,Income - Borrower Business Tax Returns,1120S Schedule B (2024),,false
A_1065_X,Income - Borrower Business Tax Returns,1065-X,,false
A_1120S_SCHEDULE_B_2023,Income - Borrower Business Tax Returns,1120S Schedule B (2023),,false
A_1120S_SCHEDULE_B_2022,Income - Borrower Business Tax Returns,1120-S Schedule B (2022),,false
A_1120S_SCHEDULE_B_2021,Income - Borrower Business Tax Returns,1120-S Schedule B (2021),,false
CSO_(CREDIT_SERVICE_ORGANIZATION)_CONTRACT,UNKNOWN,CSO (Credit Service Organization) Contract,,true
A_1120S_SCHEDULE_B_2020,Income - Borrower Business Tax Returns,1120-S Schedule B (2020),,false
IMPORTANT_INFORMATION_UNDISCLOSED_DEBT,UNKNOWN,Important Information Undisclosed Debt,,true
A_1099_OID,Income - Borrower 1040 Tax Returns w/ All Schedules,1099-OID,,false
LIQUIDITY_WORKSHEET,UNKNOWN,Liquidity Worksheet,,true
EARLY_CHECK_LOAN_LEVEL_RESULTS,UNKNOWN,EarlyCheck Loan-Level Results,,true
INVOICE_TESTING,Invoice Testing,Invoice Testing,,true
A_15320,Income - Borrower 1040 Tax Returns w/ All Schedules,15320,,false
A_9000,Income - Borrower 1040 Tax Returns w/ All Schedules,9000,,false
CHARITABLE_DEDUCTION_LIMITS_WORKSHEET,Income - Borrower 1040 Tax Returns w/ All Schedules,Charitable Deduction Limits Worksheet,,false
BROKER_HPML_(HIGH_PRICED_MORTGAGE_LOANS)_DISCLOSURE,UNKNOWN,Broker HPML (High-Priced Mortgage Loans) Disclosure,,true
A_1120S_SCHEDULE_B_2019,Income - Borrower Business Tax Returns,1120-S Schedule B (2019),,false
CHANGE_IN_BENEFITS_NOTICE,Income - Borrower Paystubs,Change In Benefits Notice,,false
A_1120S_SCHEDULE_B_2018,Income - Borrower Business Tax Returns,1120-S Schedule B (2018),,false
RD_3555_18_LENDER_CERTIFICATION,RD 3555-18 - Lender Certification,RD 3555-18 - Lender Certification,,true
ISO_APP,ISO App,ISO Small Business Loan Application,,true
STANDARD_203(K)_PURCHASE_TRANSACTION_MAXIMUM_MORTGAGE_CALCULATION,UNKNOWN,Standard 203(K) Purchase Transaction - Maximum Mortgage Calculation,,true
A_8804_SCHEDULE_A,Income - Borrower 1040 Tax Returns w/ All Schedules,8804 Schedule A,,false
STATE_HOME_MORTGAGE_SERVICING_LOAN_PROFILE_SF_31,UNKNOWN,State Home Mortgage - Servicing Loan Profile (Form SF-31),,true
MARITAL_PROPERTY_APPLICATION_DISCLOSURE,UNKNOWN,Marital Property Application Disclosure,,true
A_12673,Income - Borrower 1040 Tax Returns w/ All Schedules,12673,,false
A_W_8BEN_E,Income - Borrower 1040 Tax Returns w/ All Schedules,W-8BEN-E,,false
PAYMENT_REDUCTION_FEE_DISCLOSURE,UNKNOWN,Payment Reduction Fee Disclosure,,true
BUSINESS_RELATIONSHIP_DISCLOSURE_NOTICE,UNKNOWN,Business Relationship Disclosure Notice,,true
UNIFORM_APPRAISAL_DATASET_(UAD)_DEFINITIONS_ADDENDUM,UNKNOWN,Uniform Appraisal Dataset (UAD) Definitions Addendum,,true
A_1040_SCHEDULE_3_2020,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_schedule_3_2020-Part1-General:name(s)ShownOnForm10401040-SrOr1040-Nr}_1040_SCHEDULE_3_2020,,false
A_1040_SCHEDULE_3_2021,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_3_2021_{$FIELDS.a_1040_schedule_3_2021-General:name(s)ShownOnForm10401040-SrOr1040-Nr},,false
PATRIOT_OR_OFAC_SEARCH,UNKNOWN,Patriot Or OFAC Search,,true
A_1040_SCHEDULE_3_2022,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_3_2022_{$FIELDS.a_1040_schedule_3_2022-General:name(s)ShownOnForm10401040-SrOr1040-Nr},,false
A_1040_SCHEDULE_3_2023,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_3_2023_{$FIELDS.a_1040_schedule_3_2023-Part1-General:name(s)ShownOnForm10401040-SrOr1040-Nr},,false
APPROVED_LOAN_NOTIFICATION,UNKNOWN,Approved Loan Notification,,true
A_1040_SCHEDULE_3_2024,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_3_2024_{$FIELDS.a_1040_schedule_3_2024-Part01-General:name(s)ShownOnForm10401040-SrOr1040-Nr},,false
A_1040_SCHEDULE_3_2025,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_3_2025_{$FIELDS.a_1040_schedule_3_2025-Part01-General:namesShownOnForm10401040SrOr1040Nr},,false
FEASIBILITY_REPORT,UNKNOWN,Feasibility Report,,true
A_1120S_SCHEDULE_K_1_2025,Income - Borrower Business Tax Returns,1120_S_SCHEDULE_K_1_2025,,false
A_1120S_SCHEDULE_K_1_2024,Income - Borrower Business Tax Returns,1120_S_SCHEDULE_K_1_2024,,false
A_1120S_SCHEDULE_K_1_2023,Income - Borrower Business Tax Returns,1120_S_SCHEDULE_K_1_2023,,false
CREDIT_AGREEMENT,Credit - Supporting Credit Docs,Credit Agreement,,false
A_1120S_SCHEDULE_K_1_2022,Income - Borrower Business Tax Returns,1120_S_SCHEDULE_K_1_2022,,false
A_4835_2024,Income - Borrower 1040 Tax Returns w/ All Schedules,4835 (2024),,false
A_4835_2023,Income - Borrower 1040 Tax Returns w/ All Schedules,4835 (2023),,false
A_5498_ESA,Income - Borrower 1040 Tax Returns w/ All Schedules,5498-ESA,,false
A_4835_2022,Income - Borrower 1040 Tax Returns w/ All Schedules,4835 (2022),,false
HAZARD_INSURANCE_ENDORSEMENT_LETTER,UNKNOWN,Hazard Insurance Endorsement Letter,,true
A_1120S_SCHEDULE_K_1_2021,Income - Borrower Business Tax Returns,1120_S_SCHEDULE_K_1_2021,,false
A_1120S_SCHEDULE_K_1_2020,Income - Borrower Business Tax Returns,1120_S_SCHEDULE_K_1_2020,,false
A_4835_2025,Income - Borrower 1040 Tax Returns w/ All Schedules,4835 (2025),,false
PURCHASE_ADVICE_AND_WIRE_DETAILS_FINAL,UNKNOWN,Purchase Advice And Wire Details Final,,true
A_12203,Income - Borrower 1040 Tax Returns w/ All Schedules,12203,,false
A_13533,Income - Borrower 1040 Tax Returns w/ All Schedules,13533,,false
A_1120S_SCHEDULE_K_1_2019,Income - Borrower Business Tax Returns,A_1120S_SCHEDULE_K_1_2019,,false
A_1120S_SCHEDULE_K_1_2018,Income - Borrower Business Tax Returns,1120_S_SCHEDULE_K_1_2018,,false
A_1120S_SCHEDULE_K_1_2017,1120S Schedule K 1 (2017),"1120S  Schedule K 1 (Shareholder’s Share of Income, Deductions, Credits, etc.) (2017)",,true
A_1120S_SCHEDULE_K_1_2016,1120S Schedule K 1 (2016),"1120S  Schedule K 1 (Shareholder’s Share of Income, Deductions, Credits, etc.) (2016)",,true
A_1120S_SCHEDULE_K_1_2015,1120S Schedule K 1 (2015),"1120S  Schedule K 1 (Shareholder’s Share of Income, Deductions, Credits, etc.) (2015)",,true
A_2441,Income - Borrower 1040 Tax Returns w/ All Schedules,2441,,false
A_13989,Income - Borrower 1040 Tax Returns w/ All Schedules,13989,,false
MORTGAGE_BROKERAGE_AGREEMENT_AND_APPLICATION_FEE_DISCLOSURE,UNKNOWN,Mortgage Brokerage Agreement And Application Fee Disclosure,,true
A_1065_SCHEDULE_B_1,Income - Borrower Business Tax Returns,1065 Schedule B-1,,false
OFFICIAL_FORM_106D_SCHEDULE_D_CREDITORS_WHO_HAVE_CLAIMS_SECURED_BY_PROPERTY,UNKNOWN,Official Form 106D - Schedule D: Creditors Who Have Claims Secured By Property,,true
A_5471_SCHEDULE_P,Income - Borrower 1040 Tax Returns w/ All Schedules,5471 Schedule P,,false
A_5471_SCHEDULE_Q,Income - Borrower 1040 Tax Returns w/ All Schedules,5471 Schedule Q,,false
A_5471_SCHEDULE_R,Income - Borrower 1040 Tax Returns w/ All Schedules,5471 Schedule R,,false
A_5471_SCHEDULE_H,Income - Borrower 1040 Tax Returns w/ All Schedules,5471 Schedule H,,false
SUBMISSION_SUMMARY_REPORT,UNKNOWN,Submission Summary Report,,true
A_5471_SCHEDULE_J,Income - Borrower 1040 Tax Returns w/ All Schedules,5471 Schedule J,,false
A_1120_SCHEDULE_G,Income - Borrower Business Tax Returns,{$FIELDS.a_1120_schedule_g-General:name}_1120_SCHEDULE_G,,false
A_1120_SCHEDULE_H,Income - Borrower Business Tax Returns,1120 Schedule H,,false
A_8858_SCHEDULE_M,Income - Borrower 1040 Tax Returns w/ All Schedules,8858 Schedule M,,false
A_5471_SCHEDULE_M,Income - Borrower 1040 Tax Returns w/ All Schedules,5471 Schedule M,,false
A_8865_SCHEDULE_K_1,Income - Borrower 1040 Tax Returns w/ All Schedules,8865 Schedule K-1,,false
A_5471_SCHEDULE_O,Income - Borrower 1040 Tax Returns w/ All Schedules,5471 Schedule O,,false
A_8865_SCHEDULE_K_3,Income - Borrower 1040 Tax Returns w/ All Schedules,8865 Schedule K-3,,false
A_2438,Income - Borrower 1040 Tax Returns w/ All Schedules,2438,,false
UTILITY_BILL,Credit - Supporting Credit Docs,Utility Bill,,false
A_8865_SCHEDULE_K_2,Income - Borrower 1040 Tax Returns w/ All Schedules,8865 Schedule K-2,,false
A_1120_SCHEDULE_N,Income - Borrower Business Tax Returns,1120 Schedule N,,false
A_1120_SCHEDULE_O,Income - Borrower Business Tax Returns,1120 Schedule O,,false
A_2439,Income - Borrower 1040 Tax Returns w/ All Schedules,2439,,false
OFFICIAL_FORM_106E/F_SCHEDULE_E/F_CREDITORS_WHO_HAVE_UNSECURED_CLAIMS,Credit - Bankruptcy Papers,Official Form 106E/F - Schedule E/F: Creditors Who Have Unsecured Claims,,false
A_1065_SCHEDULE_B_2,Income - Borrower 1040 Tax Returns w/ All Schedules,1065 Schedule B-2,,false
A_5471_SCHEDULE_E,Income - Borrower 1040 Tax Returns w/ All Schedules,5471 Schedule E,,false
A_1099_LS,Income - Borrower 1040 Tax Returns w/ All Schedules,1099-LS,,false
RD_400_6_COMPLIANCE_STATEMENT,UNKNOWN,RD 400-6 - Compliance Statement,,true
A_12661,Income - Borrower 1040 Tax Returns w/ All Schedules,12661,,false
A_13997,Income - Borrower 1040 Tax Returns w/ All Schedules,13997,,false
A_1120_SCHEDULE_B,Income - Borrower Business Tax Returns,1120 Schedule B,,false
A_1120_SCHEDULE_D,Income - Borrower Business Tax Returns,1120 Schedule D,,false
BANKRUPTCY_SEARCH,UNKNOWN,Bankruptcy Search,,true
HUD_92900_A_HUD_ADDENDUM_TO_UNIFORM_RESIDENTIAL_LOAN_APPLICATION,UNKNOWN,HUD-92900-A HUD Addendum To Uniform Residential Loan Application,,true
HIGH_COST_LOAN_COUNSELING_DISCLOSURE,UNKNOWN,High Cost Loan Counseling Disclosure,,true
A_8609_A,Income - Borrower 1040 Tax Returns w/ All Schedules,8609-A,,false
HOMEOWNER_INSURANCE_QUOTE,Subject Property - Homeowner's Insurance Policy,Homeowner Insurance Quote,,false
ERRORS_AND_OMISSIONS_AGREEMENT,UNKNOWN,Errors And Omissions Agreement,,true
A_14417,Income - Borrower 1040 Tax Returns w/ All Schedules,14417,,false
A_8453_R,Income - Borrower 1040 Tax Returns w/ All Schedules,8453-R,,false
A_14414,Income - Borrower 1040 Tax Returns w/ All Schedules,14414,,false
A_8453_S,Income - Borrower 1040 Tax Returns w/ All Schedules,8453-S,,false
A_14411,Income - Borrower 1040 Tax Returns w/ All Schedules,14411,,false
A_8453_X,Income - Borrower 1040 Tax Returns w/ All Schedules,8453-X,,false
A_13560,Income - Borrower 1040 Tax Returns w/ All Schedules,13560,,false
A_1128,Income - Borrower 1040 Tax Returns w/ All Schedules,1128,,false
AFFILIATED_BUSINESS_ARRANGEMENT_DISCLOSURE_AGREEMENT,UNKNOWN,Affiliated Business Arrangement Disclosure Agreement,,true
VA_CHILD_CARE_STATEMENT,VA Documents,VA Child Care Statement,,true
A_1127,Income - Borrower 1040 Tax Returns w/ All Schedules,1127,,false
A_1122,Income - Borrower 1040 Tax Returns w/ All Schedules,1122,,false
LOAN_APPROVAL_LETTER,UNKNOWN,Loan Approval Letter,,true
A_14429,Income - Borrower 1040 Tax Returns w/ All Schedules,14429,,false
PROPERTY_DETAILS_AND_INSPECTION,UNKNOWN,Property Details And Inspection,,true
A_1120_FSC,Income - Borrower Business Tax Returns,1120-FSC,,false
A_13441_A,Income - Borrower 1040 Tax Returns w/ All Schedules,13441-A,,false
A_1117,Income - Borrower 1040 Tax Returns w/ All Schedules,1117,,false
A_1065_SCHEDULE_K_1_2018,Income - Borrower Business Tax Returns,1065_SCHEDULE_K_1_2018_{$SUMMARY.pages},,false
A_1118,Income - Borrower 1040 Tax Returns w/ All Schedules,1118,,false
A_1065_SCHEDULE_K_1_2019,Income - Borrower Business Tax Returns,1065_SCHEDULE_K_1_2019_{$SUMMARY.pages},,false
SOCIAL_SECURITY_VERIFICATION_SERVICES,UNKNOWN,Social Security Verification Services,,true
A_1065_SCHEDULE_K_1_2015,1065 Schedule K 1 (2015),"1065 Schedule K 1 (Partner’s Share of Income, Deductions,
Credits, etc.) (2015)",,true
A_8453_C,Income - Borrower 1040 Tax Returns w/ All Schedules,8453-C,,false
A_1065_SCHEDULE_K_1_2016,1065 Schedule K 1 (2016),"1065 Schedule K 1 (Partner’s Share of Income, Deductions,
Credits, etc.) (2016)",,true
A_1065_SCHEDULE_K_1_2017,1065 Schedule K 1 (2017),"1065 Schedule K 1 (Partner’s Share of Income, Deductions,
Credits, etc.) (2017)",,true
A_1116,Income - Borrower 1040 Tax Returns w/ All Schedules,1116,,false
REVERSE_MORTGAGE_INTEREST_DISCLOSURE,UNKNOWN,Reverse Mortgage Interest Disclosure,,true
BUSINESS_BACKGROUND_CHECK_TESTING,UNKNOWN,Business Background Check Testing,,true
MORTGAGE_INSURANCE_(MI)_RATE_QUOTE,Mortgage Insurance (MI) Rate Quote,Mortgage Insurance (MI) Rate Quote,,true
A_1041_SCHEDULE_K_1,Income - Borrower 1040 Tax Returns w/ All Schedules,1041 Schedule K-1,,false
RECEIPT_FOR_ESCROW_ACCOUNT,Receipt For Escrow Account,Receipt For Escrow Account,,true
FEDERAL_TAX_RETURN,Federal Tax Return,Federal Tax Return,,true
A_1065_SCHEDULE_K_1_2021,Income - Borrower Business Tax Returns,1065_SCHEDULE_K_1_2021_{$SUMMARY.pages},,false
A_1065_SCHEDULE_K_1_2022,Income - Borrower Business Tax Returns,1065_SCHEDULE_K_1_2022_{$SUMMARY.pages},,false
A_1065_SCHEDULE_K_1_2023,Income - Borrower Business Tax Returns,1065_SCHEDULE_K_1_2023_{$SUMMARY.pages},,false
A_1065_SCHEDULE_K_1_2024,Income - Borrower Business Tax Returns,1065_SCHEDULE_K_1_2024_{$SUMMARY.pages},,false
CO_BROKER_DISCLOSURE,UNKNOWN,Co-Broker Disclosure,,true
A_1065_SCHEDULE_K_1_2020,Income - Borrower Business Tax Returns,1065_SCHEDULE_K_1_2020_{$SUMMARY.pages},,false
